FAM_PROF;COD_C;DEN_C;NIVEL;COD_ECP;DEN_ECP
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0360_2;Colaborar en la organización y el desarrollo de la logística sanitaria en escenarios con múltiples víctimas y catástrofes, asegurando el abastecimiento y la gestión de recursos y apoyando las labores de coordinación en situaciones de crisis
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0361_2;PRESTAR ATENCIÓN SANITARIA INICIAL A MÚLTIPLES VÍCTIMAS
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0361_2;PRESTAR ATENCIÓN SANITARIA INICIAL A MÚLTIPLES VÍCTIMAS
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0361_2;PRESTAR ATENCIÓN SANITARIA INICIAL A MÚLTIPLES VÍCTIMAS
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0362_2;Colaborar en la preparación y en la ejecución de planes de emergencias y de dispositivos de riesgo previsible
Sanidad;SANT0208;Transporte sanitario;2;UC0069_1;Mantener preventivamente el vehículo sanitario y controlar la dotación material del mismo
Sanidad;SANT0208;Transporte sanitario;2;UC0069_1;Mantener preventivamente el vehículo sanitario y controlar la dotación material del mismo
Sanidad;SANT0208;Transporte sanitario;2;UC0070_2;Prestar al paciente soporte vital básico y apoyo al soporte vital avanzado
Sanidad;SANT0208;Transporte sanitario;2;UC0070_2;Prestar al paciente soporte vital básico y apoyo al soporte vital avanzado
Sanidad;SANT0208;Transporte sanitario;2;UC0070_2;Prestar al paciente soporte vital básico y apoyo al soporte vital avanzado
Sanidad;SANT0208;Transporte sanitario;2;UC0071_2;Trasladar al paciente al centro sanitario útil
Sanidad;SANT0208;Transporte sanitario;2;UC0071_2;Trasladar al paciente al centro sanitario útil
Sanidad;SANT0208;Transporte sanitario;2;UC0072_2;APLICAR TÉCNICAS DE APOYO PSICOLÓGICO Y SOCIAL EN SITUACIONES DE CRISIS
Sanidad;SANP0108;Tanatopraxia;3;UC1605_3;Aplicar técnicas de conservación transitoria o embalsamamiento del cadáver con productos biocidas
Sanidad;SANP0108;Tanatopraxia;3;UC1605_3;Aplicar técnicas de conservación transitoria o embalsamamiento del cadáver con productos biocidas
Sanidad;SANP0108;Tanatopraxia;3;UC1606_3;Realizar restauraciones y reconstrucciones en cadáveres
Sanidad;SANP0108;Tanatopraxia;3;UC1607_2;APLICAR TÉCNICAS ESTÉTICAS PARA LA PRESENTACIÓN O EXPOSICIÓN DEL CADÁVER
Sanidad;SANP0108;Tanatopraxia;3;UC1608_3;Realizar extracciones de tejidos, prótesis, marcapasos y otros dispositivos contaminantes del cadáver
Sanidad;SANP0108;Tanatopraxia;3;UC1609_3;Manejar las técnicas y habilidades relacionales para prestar el servicio de tanatopraxia
Seguridad y Medio Ambiente;SEAG0209;Limpieza en espacios abiertos e instalaciones industriales;1;UC1313_1;Realizar labores de limpieza en espacios abiertos
Seguridad y Medio Ambiente;SEAG0209;Limpieza en espacios abiertos e instalaciones industriales;1;UC1314_1;Realizar labores de limpieza en instalaciones y equipamientos industriales
Seguridad y Medio Ambiente;SEA_C_001_4B;Servicios de control de plagas/organismos nocivos;2;UC2518_2;Llevar a cabo operaciones de preparación y traslado de utensilios, equipos, productos, precursores de productos biocidas y artículos tratados empleados en los servicios de control de organismos nocivos
Seguridad y Medio Ambiente;SEA_C_001_4B;Servicios de control de plagas/organismos nocivos;2;UC2519_2;Realizar las funciones de nivel básico para la prevención de riesgos laborales
Seguridad y Medio Ambiente;SEA_C_001_4B;Servicios de control de plagas/organismos nocivos;2;UC2588_2;Realizar las operaciones de recopilación de datos y toma de muestras para el control de plagas/organismos nocivos
Seguridad y Medio Ambiente;SEA_C_001_4B;Servicios de control de plagas/organismos nocivos;2;UC2589_2;Aplicar tratamientos biocidas para el control de plagas/organismos nocivos
Seguridad y Medio Ambiente;SEA_C_001_4B;Servicios de control de plagas/organismos nocivos;2;UC2590_2;Aplicar métodos físicos para el control de plagas/organismos nocivos
Seguridad y Medio Ambiente;SEA_C_002_4B;Mantenimiento higiénico-sanitario de instalaciones susceptibles de proliferación de Legionella;2;UC2518_2;Llevar a cabo operaciones de preparación y traslado de utensilios, equipos, productos, precursores de productos biocidas y artículos tratados empleados en los servicios de control de organismos nocivos
Seguridad y Medio Ambiente;SEA_C_002_4B;Mantenimiento higiénico-sanitario de instalaciones susceptibles de proliferación de Legionella;2;UC2519_2;Realizar las funciones de nivel básico para la prevención de riesgos laborales
Seguridad y Medio Ambiente;SEA_C_002_4B;Mantenimiento higiénico-sanitario de instalaciones susceptibles de proliferación de Legionella;2;UC2591_2;Realizar las operaciones de acondicionamiento, conservación y limpieza de las instalaciones susceptibles de proliferación y dispersión de legionella y otros posibles organismos nocivos
Seguridad y Medio Ambiente;SEA_C_002_4B;Mantenimiento higiénico-sanitario de instalaciones susceptibles de proliferación de Legionella;2;UC2592_2;Realizar las operaciones de desinfección en las instalaciones susceptibles de proliferación y dispersión de legionella y otros posibles organismos nocivos
Seguridad y Medio Ambiente;SEA_C_002_4B;Mantenimiento higiénico-sanitario de instalaciones susceptibles de proliferación de Legionella;2;UC2593_2;Realizar las operaciones de mantenimiento higiénico-sanitario, revisión y control de las instalaciones susceptibles de proliferación y dispersión de legionella y otros posibles organismos nocivos
Seguridad y Medio Ambiente;SEA_C_003_4B;Control de organismos nocivos mediante procesos de desinfección y tratamientos alguicidas;2;UC2515_2;Aplicar medios, artículos tratados, precursores y productos químicos, desinfectantes o alguicidas en espacios/equipos, no destinados a la aplicación directa a personas o animales ni en contacto directo con alimentos o piensos
Seguridad y Medio Ambiente;SEA_C_003_4B;Control de organismos nocivos mediante procesos de desinfección y tratamientos alguicidas;2;UC2516_2;Aplicar medios, artículos tratados, precursores y productos químicos y desinfectantes en la higiene veterinaria o en la aplicación directa sobre piel intacta del animal
Seguridad y Medio Ambiente;SEA_C_003_4B;Control de organismos nocivos mediante procesos de desinfección y tratamientos alguicidas;2;UC2517_2;Aplicar medios, artículos tratados, precursores, productos químicos y desinfectantes en materiales en contacto con alimentos o piensos
Seguridad y Medio Ambiente;SEA_C_003_4B;Control de organismos nocivos mediante procesos de desinfección y tratamientos alguicidas;2;UC2518_2;Llevar a cabo operaciones de preparación y traslado de utensilios, equipos, productos, precursores de productos biocidas y artículos tratados empleados en los servicios de control de organismos nocivos
Seguridad y Medio Ambiente;SEA_C_003_4B;Control de organismos nocivos mediante procesos de desinfección y tratamientos alguicidas;2;UC2519_2;Realizar las funciones de nivel básico para la prevención de riesgos laborales
Seguridad y Medio Ambiente;SEA_C_004_4B;Control de aves perjudiciales para la actividad humana;2;UC2518_2;Llevar a cabo operaciones de preparación y traslado de utensilios, equipos, productos, precursores de productos biocidas y artículos tratados empleados en los servicios de control de organismos nocivos
Seguridad y Medio Ambiente;SEA_C_004_4B;Control de aves perjudiciales para la actividad humana;2;UC2519_2;Realizar las funciones de nivel básico para la prevención de riesgos laborales
Seguridad y Medio Ambiente;SEA_C_004_4B;Control de aves perjudiciales para la actividad humana;2;UC2681_2;Realizar operaciones de identificación de especies de aves perjudiciales para la actividad humana, caracterización de su hábitat y zonas de colonización
Seguridad y Medio Ambiente;SEA_C_004_4B;Control de aves perjudiciales para la actividad humana;2;UC2682_2;Aplicar procedimientos físicos para el control de aves perjudiciales para la actividad humana
Seguridad y Medio Ambiente;SEA_C_004_4B;Control de aves perjudiciales para la actividad humana;2;UC2683_2;Aplicar tratamientos biocidas para el control de especies de aves perjudiciales para la actividad humana
Seguridad y Medio Ambiente;SEA_C_005_4B;Control de organismos que degradan o alteran la madera;2;UC2518_2;Llevar a cabo operaciones de preparación y traslado de utensilios, equipos, productos, precursores de productos biocidas y artículos tratados empleados en los servicios de control de organismos nocivos
Seguridad y Medio Ambiente;SEA_C_005_4B;Control de organismos que degradan o alteran la madera;2;UC2519_2;Realizar las funciones de nivel básico para la prevención de riesgos laborales
Seguridad y Medio Ambiente;SEA_C_005_4B;Control de organismos que degradan o alteran la madera;2;UC2520_2;Aplicar medios, artículos tratados, precursores, productos químicos y productos biocidas protectores de la madera y sus derivados
Seguridad y Medio Ambiente;SEA_C_005_4B;Control de organismos que degradan o alteran la madera;2;UC2521_2;Realizar el tratamiento térmico u otros procedimientos físicos sobre la madera y sus derivados
Seguridad y Medio Ambiente;SEA_C_006_4B;Mantenimiento de piscinas y otras instalaciones acuáticas;2;UC2518_2;Llevar a cabo operaciones de preparación y traslado de utensilios, equipos, productos, precursores de productos biocidas y artículos tratados empleados en los servicios de control de organismos nocivos
Seguridad y Medio Ambiente;SEA_C_006_4B;Mantenimiento de piscinas y otras instalaciones acuáticas;2;UC2519_2;Realizar las funciones de nivel básico para la prevención de riesgos laborales
Seguridad y Medio Ambiente;SEA_C_006_4B;Mantenimiento de piscinas y otras instalaciones acuáticas;2;UC2522_2;Realizar los procesos de limpieza, mantenimiento de equipos y tratamiento del agua de vasos de piscinas y otras instalaciones acuáticas
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0401_2;Ejecutar las operaciones necesarias para salvar vidas en peligro
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0401_2;Ejecutar las operaciones necesarias para salvar vidas en peligro
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0401_2;Ejecutar las operaciones necesarias para salvar vidas en peligro
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0402_2;Ejecutar las operaciones necesarias para el control y la extinción de incendios
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0402_2;Ejecutar las operaciones necesarias para el control y la extinción de incendios
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0402_2;Ejecutar las operaciones necesarias para el control y la extinción de incendios
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0403_2;Actuar en sucesos descontrolados con amenaza para las personas o el medio ambiente
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0403_2;Actuar en sucesos descontrolados con amenaza para las personas o el medio ambiente
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0404_2;Ejecutar las operaciones necesarias para el control de emergencias con las ayudas técnicas adecuadas
Seguridad y Medio Ambiente;SEAD0111;Extinción de incendios y salvamento;2;UC0404_2;Ejecutar las operaciones necesarias para el control de emergencias con las ayudas técnicas adecuadas
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0081_2;Acompañar a las personas para la defensa de su integridad física
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0081_2;Acompañar a las personas para la defensa de su integridad física
Seguridad y Medio Ambiente;SEAD0112;Vigilancia, seguridad privada y protección de personas;2;UC0081_2;Acompañar a las personas para la defensa de su integridad física
Seguridad y Medio Ambiente;SEAD0211;Prevención de incendios y mantenimiento;2;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Seguridad y Medio Ambiente;SEAD0211;Prevención de incendios y mantenimiento;2;UC1747_2;Evaluar las instalaciones y el cumplimiento de las normas para la prevención de riesgos de incendios y emergencias
Seguridad y Medio Ambiente;SEAD0211;Prevención de incendios y mantenimiento;2;UC1748_2;Comprobar y mantener el funcionamiento de los medios materiales empleados en la prevención de riesgos de incendios y emergencias
Seguridad y Medio Ambiente;SEAD0211;Prevención de incendios y mantenimiento;2;UC1748_2;Comprobar y mantener el funcionamiento de los medios materiales empleados en la prevención de riesgos de incendios y emergencias
Seguridad y Medio Ambiente;SEAD0211;Prevención de incendios y mantenimiento;2;UC1749_2;Aplicar las normas de seguridad y mantener las capacidades físicas para el desempeño profesional de actividades vinculadas a la prevención de incendios y emergencias
Seguridad y Medio Ambiente;SEAD0212;Vigilancia, seguridad privada y protección de explosivos;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0212;Vigilancia, seguridad privada y protección de explosivos;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0212;Vigilancia, seguridad privada y protección de explosivos;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0212;Vigilancia, seguridad privada y protección de explosivos;2;UC0080_2;Vigilar y proteger bienes y personas evitando la comisión de delitos e infracciones
Seguridad y Medio Ambiente;SEAD0212;Vigilancia, seguridad privada y protección de explosivos;2;UC0082_2;Proteger el almacenamiento, manipulación y transporte de objetos valiosos o peligrosos y explosivos
Seguridad y Medio Ambiente;SEAD0411;Operaciones de vigilancia y extinción de incendios forestales y apoyo a contingencias en el medio natural y rural;2;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Seguridad y Medio Ambiente;SEAD0411;Operaciones de vigilancia y extinción de incendios forestales y apoyo a contingencias en el medio natural y rural;2;UC1964_2;Ejecutar labores de vigilancia y detección de incendios forestales, mantenimiento de infraestructuras de prevención y extinción, e informar a la población
Seguridad y Medio Ambiente;SEAD0411;Operaciones de vigilancia y extinción de incendios forestales y apoyo a contingencias en el medio natural y rural;2;UC1964_2;Ejecutar labores de vigilancia y detección de incendios forestales, mantenimiento de infraestructuras de prevención y extinción, e informar a la población
